"WS","WS_l","WS_dl","PS","PS_l","PS_dl","Y","Y_l","Y_dl","Yrw","Yrw_l","Yrw_dl","Tax","Yf","Yf_l","Yf_dl","C","C_l","C_dl","W","W_l","W_dl","R","R_l","R_dl","It","It_l","It_dl","Itcurr","Itcurr_l","Itcurr_dl","Ipr","Ipr_l","Ipr_dl","Ips","Ips_l","Ips_dl","I","I_l","I_dl","r","r_l","r_dl","P","P_l","P_dl","Pm","Pm_l","Pm_dl","Px","Px_l","Px_dl","X","X_l","X_dl","M","M_l","M_dl","rulc","rulc_l","rulc_dl","ulc","ulc_l","ulc_dl","Tau","Tau_l","Tau_dl","dPxdPm","dPdPm"
74.1447907,2.42667687106513,-0.00147833500052785,-73.1447907,0.928613928421785,0.0066394993992126,526.76,4.06264747547885,0.86851526450156,9730566334955.87,27.5585888775048,0.84511609350885,9.383,517.377,4.03073005849337,0.867874471903318,292.669,3.56527010339931,0.819410440901554,38360.8093779939,8.46720909946094,0.708245437484204,-37843.4323779939,11.4328958289571,-0.0254676575488304,116.5876,2.97718635626689,0.460433877464984,13.488,1.36481532944277,0.420131523067394,10.8418,1.16024032846093,0.345849440615621,0.803810794780546,0.0244068646896847,-0.0117123465832608,93.7143714175563,2.67862099032119,0.36984980417889,0.5087944,1.65447903868734,-0.276832959686107,10.8030148,0.60460816459657,0.322232094108975,20.3248513,0.33615818731289,0.33615818731289,22.0460445,0.269372571886873,0.239083259833576,34.0061,1.12752363216253,0.13575443911247,33.4861,1.68700987802898,0.533625353513895,72.8240742994796,2.93868570033626,-0.00463450775988816,786.719552453578,4.30563210425923,0.660241602617867,50.4393852,1.65361118753525,0.679479676907267,0.71122248053724,0.95857279777942
75.1341316,2.51045569228553,0.0837788212204029,-74.1341316,0.43285826606315,-0.495755662358635,559.597,4.51047481714877,0.447827341669921,10251354957124.6,28.0032171576003,0.444628280095507,10.695,548.902,4.47536897045167,0.444638911958297,313.248,4.02406514920968,0.458795045810371,41241.2751035032,8.94071934704802,0.473510247587084,-40692.3731035032,11.4015464097933,-0.031349419163794,126.4799,3.38523058814008,0.408044231873185,15.656,1.80549799533857,0.440682665895802,12.5496,1.58892903580256,0.42868870734163,0.801584057230455,0.0222314524621416,-0.00217541222754307,101.384271400102,3.10166286367398,0.423041873352789,-0.1762754,1.51409034393083,-0.140388694756512,11.3999912,0.886866534972906,0.282258370376336,20.6313742,0.534200275544513,0.198042088231623,22.3744502,0.493200306409265,0.223827734522392,36.859,1.78186063704881,0.654337004886277,37.821,2.27605629564778,0.589046417618793,73.6981704753657,2.98391764123426,0.0452319408980055,840.158494875268,4.84854758252529,0.54291547826606,52.5378221,1.99119132036663,0.337580132831389,1.13020286001333,1.42524436546143
74.991674,2.49881621173957,-0.0116394805459601,-73.991674,0.521240381409806,0.0883821153466564,596.822,4.85351353832404,0.343038721175277,10925326163157.9,28.3847404932689,0.381523335668632,11.999,584.823,4.81824723970204,0.342878269250372,330.307,4.29028134309809,0.26621619388841,43856.855763702,9.23525434248601,0.294534995437989,-43272.032763702,11.3722865714496,-0.029259838343723,139.4561,3.74952760506532,0.364297016925247,18.011,2.13274531370215,0.327247318363579,14.2942,1.89357872200951,0.304649686206953,0.793637221697851,0.0144289769875787,-0.00780247547456292,110.677551752818,3.45088157489225,0.349218711218268,1.4001714,1.8118449650099,0.297754621079077,11.8552963,1.05876769827722,0.171901163304317,20.9531023,0.706957083376739,0.172756807832226,23.2127183,0.90657028099656,0.413369974587295,39.9135,2.1967133355633,0.414852698514493,43.5974,2.74178151606622,0.465725220418445,73.4839797522578,2.97302167946732,-0.010895961766944,871.174353266217,5.06620149995428,0.217653917428988,54.7320027,2.25323041301554,0.262039092648909,2.39278544084202,0.995047115429798
74.1801616,2.42979630780458,-0.0690199039349864,-73.1801616,0.914540280728077,0.393299899318271,625.836,5.057544324964,0.204030786639958,11524791997922.4,28.6332526112005,0.248512117931611,12.843,612.993,5.02334090159378,0.205093661891746,343.014,4.45078281148419,0.160501468386097,45471.9197996688,9.38154479562111,0.146290453135098,-44858.9267996688,11.3538524093733,-0.0184341620763497,147.4164,3.92120670586163,0.171679100796307,19.74,2.31914718129302,0.186401867590877,15.5396,2.06540600271537,0.171827280705859,0.787213779128673,0.00807742418913186,-0.00635155279844681,116.048221349544,3.60818022547929,0.157298650587034,3.1049107,2.05751166764783,0.245666702637924,12.2111785,1.17517155157131,0.116403853294086,21.17362,0.810187318113632,0.103230234736893,23.44744,0.997147249852699,0.0905769688561391,44.2266,2.58840292883608,0.391689593272775,44.7019,2.8105526363365,0.0687711202702785,72.657884493172,2.92984947572424,-0.0431722037430848,887.238396978506,5.16269747592822,0.0964959759739354,56.3007042,2.40578553537247,0.152555122356922,0.877426745051934,1.12761395526
73.1673657,2.33638466713686,-0.0934116406677208,-72.1673657,1.2551668197855,0.34062653905742,658.704,5.24740294774649,0.189858622782485,12217954776816,28.8599354423648,0.226682831164268,13.941,644.763,5.21323866618972,0.189897764595939,358.935,4.62119116204227,0.17040835055808,47175.6102108291,9.51569218233051,0.134147386709401,-46530.8472108291,11.3340557528702,-0.0197966565030896,158.6481,4.12217047228715,0.200963766425519,21.655,2.49171674171655,0.172569560423526,17.2109,2.25756680634238,0.192160803627009,0.794777187716463,0.015551981755904,0.00747455756677211,126.08989075456,3.84888113006673,0.240700904587443,3.5039942,2.10724567432072,0.049734006672892,12.574079,1.28137791351592,0.106206361944608,21.5978729,0.98304504632755,0.172857728213918,23.8114088,1.12314459572731,0.12599734587461,47.2841,2.79520601210519,0.206803083269114,49.8151,3.07879963312188,0.268246996785379,71.6188306292798,2.87275967624382,-0.0570897994804165,900.540834220183,5.23610856410201,0.0734110881737982,57.9266246,2.54262954409368,0.136844008721217,0.728907797044997,0.614414889296552
72.3394652,2.25296116233792,-0.0834235047989442,-71.3394652,1.46702700765394,0.211860187868445,691.12,5.40487316756761,0.157470219821124,12786059173727.8,29.0137144035313,0.153778961166488,14.683,676.437,5.37232033318887,0.159081666999151,376.247,4.77850985949878,0.157318697456507,48933.0908214924,9.63746939552064,0.121777213190128,-48256.6538214924,11.3132014905105,-0.0208542623596699,170.6539,4.2999865168375,0.177816044550347,23.785,2.65408667815878,0.162369936442231,18.8568,2.41642257741225,0.158855771069873,0.792802186251839,0.0136055648293546,-0.00194641692654935,135.294785012403,4.02794489275588,0.179063762689148,3.5603493,2.11407353360241,0.00682785928168883,12.9565029,1.3822920876978,0.100914174181884,21.4770115,0.936767876730248,-0.0462771695973022,23.7695202,1.10942643774201,-0.0137181579852996,50.8172,2.99067450457706,0.195468492471871,54.691,3.2812194389587,0.202419805836823,70.8025969751887,2.82550869389716,-0.0472509823466547,917.354053036564,5.32179241041167,0.0856838463096539,59.5537037,2.66306229816715,0.120432754073463,0.296434680527639,-2.18064706765832
73.3006062,2.34918363827268,0.0962224759347605,-72.3006062,1.21644957470477,-0.250577432949175,722.16,5.5354742705806,0.130601103012987,13584370293165.7,29.196284070966,0.182569667434677,15.531,706.629,5.50351688231389,0.131196549125012,392.155,4.90405180869347,0.125541949194695,51796.3340584998,9.80872333422138,0.171253938700744,-51089.7050584998,11.2779955547392,-0.0352059357713443,180.2649,4.42256618931175,0.122579672474251,25.66,2.77801149240817,0.12392481424939,20.5037,2.55354612550469,0.137123548092434,0.799053000779423,0.0197529753216463,0.00614741049229164,144.041209280203,4.17272176117233,0.144776868416456,2.4432419,1.96918041260761,-0.144893120994794,13.5264949,1.51600923948512,0.133717151787319,21.3522512,0.886639568967496,-0.0501283077627517,23.5874375,1.04750697661077,-0.0619194611312355,56.1401,3.22771662953368,0.237042124956621,61.2535,3.50166695614298,0.220447517184277,71.7241803180733,2.87869875778967,0.0531900638925102,970.176759279099,5.5513041710824,0.229511760670729,61.1511767,2.76868164328754,0.105619345120397,1.23521945772216,-2.66749782219218
72.0647916,2.22367159585558,-0.125512042417098,-71.0647916,1.52844425441724,0.311994679712477,773.502,5.7198854562376,0.184411185657001,14359593094934.3,29.346467329831,0.150183258865066,17.709,755.793,5.68601896694185,0.182502084627968,417.326,5.07521131453072,0.171159505837248,54466.0650377388,9.94565960062867,0.136936266407293,-53710.2720377388,11.244288337691,-0.0337072170481392,194.2824,4.57807952537757,0.155513336065824,29.21,2.97741554176809,0.199404049359922,23.6154,2.77035497929255,0.216808853787863,0.808469702156796,0.0289431347189699,0.00919015939732364,157.071434062307,4.3557090555136,0.182987294341266,0.4413725,1.64150473201774,-0.327675680589871,14.5269123,1.71459622164958,0.198586982164463,22.3927345,1.24341760775373,0.356778038786235,24.7795123,1.39689067140223,0.349383694791451,64.8318,3.52381906254146,0.296102433007782,73.7427,3.82122045099851,0.319553494855526,70.4148987820831,2.80225832142062,-0.0764404363690567,1022.9110592207,5.73756392335584,0.186259752273442,63.648588,2.91425211657839,0.145570473290843,0.979274666064259,0.556612124558055
71.7790257,2.19226035371998,-0.0314112421355968,-70.7790257,1.58857449710118,0.0601302426839405,820.753,5.8639748665296,0.144089410292003,14729098677341.5,29.4108195216416,0.0643521918105776,18.553,802.2,5.8322489790285,0.146230012086649,436.441,5.1880615551244,0.112850240593682,57581.13441654,10.0848314575281,0.139171856899443,-56778.93441654,11.2033167087397,-0.0409716289513611,204.5906,4.67875051896474,0.10067099358717,32.273,3.12236492448736,0.144949382719264,26.0892,2.91441917594343,0.144064196650878,0.808390915006352,0.0288665923022291,-0.0000765424167407762,165.389182335699,4.45713184707963,0.101422791566028,2.4806894,1.97439339389675,0.332888661879008,15.3149594,1.8472697645554,0.132673542905817,24.5273755,1.72313877847326,0.479721170719531,26.6840161,1.78290612712931,0.386015455727088,75.281,3.79240353455637,0.268584472014902,79.1157,3.93247052277724,0.111250071778738,70.1564714555293,2.78645456484841,-0.0158037565722116,1074.44351198869,5.89120215074729,0.153638227391451,65.6890984,3.01923053416552,0.10497841758713,0.804666292188244,0.276563868771562
71.8283427,2.19775218257254,0.00549182885255561,-70.8283427,1.57845209208637,-0.0101224050148108,864.39,5.98080291333886,0.116828046809263,15309063406414.3,29.5041494658392,0.0933299441976239,20.404,843.986,5.94780258619805,0.11555360716955,460.827,5.31570040232545,0.127638847201047,60622.1156420022,10.204241158336,0.119409700807864,-59778.1296420022,11.1615820213831,-0.0417346873566107,218.6659,4.80164773886626,0.122897219901518,36.297,3.28556203806323,0.163197113575874,29.6476,3.09088334979292,0.176464173849495,0.81680579662231,0.0370087995270653,0.00814220722483617,178.607574643634,4.59973742924105,0.142605582161423,1.7465566,1.86688496876326,-0.107508425133495,16.2186017,1.98046638780521,0.133196623249809,25.6543871,1.90644084043331,0.183302061960049,27.9900264,1.98143236911918,0.198526241989869,82.5508,3.94415519270144,0.151751658145068,84.851,4.03897630979252,0.106505787015276,70.1328285172228,2.78499616618994,-0.00145839865846931,1137.45641181524,6.05174301274065,0.160540861993362,67.6306278,3.10982226720653,0.0905917330410104,1.08305514879117,0.726650981584922
