"WS","WS_l","WS_dl","PS","PS_l","PS_dl","Y","Y_l","Y_dl","Yrw","Yrw_l","Yrw_dl","Tax","Yf","Yf_l","Yf_dl","C","C_l","C_dl","W","W_l","W_dl","R","R_l","R_dl","It","It_l","It_dl","Itcurr","Itcurr_l","Itcurr_dl","Ipr","Ipr_l","Ipr_dl","Ips","Ips_l","Ips_dl","I","I_l","I_dl","r","r_l","r_dl","P","P_l","P_dl","Pm","Pm_l","Pm_dl","Px","Px_l","Px_dl","X","X_l","X_dl","M","M_l","M_dl","rulc","rulc_l","rulc_dl","ulc","ulc_l","ulc_dl","Tau","Tau_l","Tau_dl","dPxdPm","dPdPm"
73.397759,2.77943197865728,0.0852457802407756,-72.397759,1.50126954734288,-0.257239037789771,48.5535,1.74711071755917,0.281058304661007,9901068058386.21,27.6006209487923,0.836884700542093,0.43329,48.12021,1.73472516533321,0.277194451214055,25.7182,1.42997626220601,0.429454682098598,3531.91557660939,5.71260921462809,0.767993694752471,-3483.79536660939,9.04082808500823,-0.0188794597450919,13.68137,0.794593043955175,0.033380755481171,0.98764,0.140865680857762,0.0463376250144763,0.83573,0.128419599644589,0.0352754002467724,0.846188894738974,0.0676337706527745,-0.00468626925417634,11.577023358815,0.770779441637733,-0.0031891107037636,2.9969608,2.6998142317579,0.130609847468711,7.0954749,0.480724702604534,0.183548021937256,10.5129635,0.229066058593578,0.145847138887704,12.8436233,0.198467260590636,-0.0456936309375949,5.36263,0.469397195401897,0.250317891965503,6.9903,0.623384369888734,0.222128106554624,72.742759566445,3.1313743710771,0.0571362313600106,516.144424660446,3.6773936092035,1.2672927261497,44.6455041,1.11180669175821,0.145033970515435,-0.313298096116765,1.25849586997096
74.2418527,2.83050151153645,0.0510695328791626,-73.2418527,1.29288676275911,-0.208382784583765,50.1485,1.99238470911166,0.245273991552489,10447691121883,28.0475450718259,0.446924123033547,0.44878,49.69972,1.98057103141409,0.24584586608088,26.8537,1.67036366537659,0.240387403170581,3689.79929147124,6.13240722261154,0.419798007983452,-3640.09957147124,9.02213670478967,-0.0186913802185611,13.27456,0.591518581519574,-0.203074462435601,0.99529,0.147488536953708,0.00662285609594623,0.82434,0.118351762789333,-0.0100678368552566,0.828241015181505,0.0507173549961685,-0.0169164156566061,10.9945350504878,0.456767677628086,-0.314011764009647,2.6661706,2.67732825119996,-0.0224859805579403,7.4606515,0.684319632150599,0.203594929546065,10.6313713,0.319059293183356,0.0899932345897776,13.068936,0.368001910951792,0.169534650361156,5.48003,0.54024655242574,0.0708493570238427,6.796,0.513380357652617,-0.110004012236117,73.5774607709352,3.16716727357934,0.0357929025022417,548.935793066869,4.28130206514038,0.603908455936871,45.1170875,1.25602304865458,0.144216356896372,1.88385994940572,2.26233594640892
75.2404963,2.88773522418259,0.0572337126461449,-74.2404963,0.972536878613866,-0.320349884145247,52.7756,2.29858711170675,0.306202402595085,11127870026021.1,28.4180498373939,0.370504765567979,0.50068,52.27492,2.28463291256454,0.304061881150451,28.3361,1.91640777379317,0.246044108416571,3933.1909248428,6.5566861521729,0.424278929561357,-3880.9160048428,8.99263739318801,-0.029499311601656,14.07987,0.960131525232609,0.368612943713035,1.10592,0.23866250697188,0.0911739700181723,0.89086,0.17576678782328,0.0574150250339475,0.805537471064815,0.0289002916734137,-0.0218170633227548,11.3418628727214,0.655595787863206,0.19882811023512,1.1515973,2.56737750711868,-0.109950744081272,7.9960105,0.923378196356046,0.239058564205447,10.8606838,0.473214344379092,0.154155051195736,13.8556509,0.802700758034276,0.434698847082484,5.79844,0.710417191724899,0.17017063929916,8.19588,1.1219413704467,0.608561012794083,74.5266927300267,3.20637285366535,0.0392055800860138,595.916217599567,4.78176695040462,0.500464885264242,46.5559476,1.59944595871471,0.343422910060133,2.81988065723861,1.55076698655762
75.9268918,2.92525618121005,0.0375209570274548,-74.9268918,0.672051013001173,-0.300485865612693,55.5743,2.54622122960709,0.247634117900346,11741975149881.3,28.6645487298373,0.246498892443388,0.56978,55.00452,2.52985452116057,0.245221608596029,29.9192,2.12580018065785,0.209392406864688,4176.32223855094,6.85336921226417,0.296683060091276,-4121.31771855094,8.96229450081594,-0.0303428923720706,15.55083,1.40683201233744,0.446700487104829,1.2787,0.366259861501942,0.127597354530061,1.02789,0.284569734147703,0.108802946324423,0.803855478220067,0.0272648766453576,-0.00163541502805609,12.500619886369,1.12656684340606,0.470971055542853,3.4246793,2.72815907561757,0.160781568498886,8.3976732,1.07139328995011,0.14801509359406,11.0139133,0.564390030225031,0.0911756858459389,14.541124,1.07056693525157,0.267866177217298,6.12385,0.858767545630489,0.148350353905589,8.87318,1.32125171293163,0.199310342484928,75.1484452085035,3.231243988173,0.0248711345076522,631.072084349118,5.04000543331285,0.258238482908237,47.6382877,1.79718291903402,0.197736960319303,2.93791239113809,1.62340532150384
76.8851414,2.9753892502702,0.0501330690601525,-75.8851414,0,-0.672051013001173,56.8929,2.6445706745874,0.0983494449803048,12456351408432.5,28.8909981775598,0.226449447722594,0.62509,56.26781,2.62575278682036,0.0958982656597946,30.6819,2.21291199494759,0.0871118142897407,4326.15852811833,7.00024575503061,0.146876542766433,-4269.89071811833,8.94307099967689,-0.0192235011390522,16.16425,1.54680051634589,0.139968504008454,1.37766,0.432619728119904,0.0663598666179624,1.11738,0.349726861823308,0.0651571276756056,0.811070946387352,0.0342617384212583,0.00699686177590076,13.1103535451418,1.30692115022408,0.180354306818016,3.5196911,2.73434790533132,0.0061888297137509,8.7943824,1.19880552691337,0.127412236963262,11.1801375,0.654717686310417,0.0903276560853857,14.4086787,1.0240997475079,-0.0464671877436791,6.51609,1.01250595654724,0.153738410916756,9.18715,1.40169515769591,0.0804434447642852,76.0403939352421,3.26587668863485,0.0346327004618456,668.72830211316,5.25815698684227,0.218151553529416,47.6955629,1.80663236731262,0.00944944827860406,-0.514429243018928,1.41055621816225
76.5708124,2.95921978185618,-0.0161694684140157,-75.5708124,0.273326269239953,0.273326269239953,58.1268,2.72859111788713,0.0840204432997282,13033316828577.6,29.0425703805529,0.151572202993066,0.73588,57.39092,2.70391365738981,0.0781608705694459,31.3281,2.28120822723446,0.0682962322868663,4394.46936878341,7.06065964133049,0.060413886299882,-4337.07844878341,8.93425489837577,-0.00881610130111987,15.965,1.50344831005382,-0.0433522062920726,1.43289,0.467826260497928,0.0352065323780236,1.15461,0.375631134677167,0.0259042728538588,0.805791093524276,0.0291466589220573,-0.00511507949920109,12.8644548081151,1.2380500541738,-0.0688710960502805,0.7712889,2.53775965261438,-0.196588252716938,9.4418186,1.37715010455154,0.178344577638169,11.7987545,0.933429461201526,0.27871177489111,14.7792937,1.14905267776866,0.124952930260769,6.90379,1.14428330764367,0.131777351096428,9.15916,1.39478074964507,-0.00691440805084254,75.6014328809328,3.2489825082969,-0.016894180337947,713.815015161843,5.46896178147543,0.210804794633161,48.3516666,1.90895092252669,0.102318555214069,0.448323111966072,0.639888923630324
73.5246607,2.78727838021433,-0.171941401641852,-72.5246607,1.47258230357718,1.19925603433723,59.4656,2.81241622241442,0.0838251045272971,13849315439688.8,29.2239850041503,0.181414623597377,0.86692,58.59868,2.7816624313486,0.0777487739587892,31.349,2.28334110962729,0.00213288239282505,4308.44806446788,6.98396810602775,-0.0766915353027349,-4249.84938446788,8.94568576260879,0.0114308642330236,15.13714,1.30000363349103,-0.203444676562788,1.51089,0.515526557044635,0.0477002965467068,1.20668,0.410771006898346,0.0351398722211786,0.798655097326741,0.022191520294613,-0.00695513862744427,12.0893540199485,0.983493569153055,-0.254556485020741,-3.4926322,2.12672757521173,-0.411032077402655,10.580878,1.62975983624505,0.252609731693515,14.3950663,1.63696122699974,0.703531765798211,17.7177751,1.8072528085257,0.658200130757038,7.59292,1.34268724173755,0.198403934093873,8.79947,1.30138985402945,-0.0933908956156249,72.4527805061729,3.11863371805632,-0.130348790240578,766.614031296594,5.66992506428064,0.200963282805208,49.0841052,2.01202509662241,0.103074174095717,0.935565617296979,0.359059453991974
69.7251722,2.5206984782088,-0.266579902005528,-68.7251722,2.09924039445909,0.626658090881904,65.1704,3.10704553640374,0.294629313989317,14651472542225.1,29.3750706444025,0.151085640252255,0.95559,64.21481,3.0801639509781,0.298501519629508,34.7133,2.5782224178323,0.294881308205011,4477.38868504028,7.12940399485387,0.145435888826121,-4413.17387504028,8.92417519170696,-0.02151057090183,17.05671,1.72077890931095,0.42077527581992,1.78026,0.664691120075152,0.149164563030517,1.46663,0.569809370671457,0.159038363773111,0.823829103614079,0.0465148060164041,0.0243232857217911,14.0518141099053,1.53390392430939,0.550410355156336,3.6099934,2.74019468025189,0.613467105040162,11.020004,1.71231486459967,0.0825550283546206,14.7955632,1.71199897728347,0.0750377502837312,18.4616063,1.92242437615517,0.115171567629465,8.86378,1.6292758332251,0.286588591487558,10.76039,1.72905393381193,0.427664079782484,68.7027958251028,2.93733351875999,-0.181300199296334,757.105084803817,5.63658746735242,-0.0333375969282246,52.3576567,2.37509160706947,0.363066510447063,1.53484835558077,1.10017994999137
69.4950837,2.50202531081991,-0.0186731673888922,-68.4950837,2.12704739769027,0.027807003231183,70.0389,3.30407689757871,0.197031361174973,15037492958238.5,29.4403719738253,0.0653013294227378,1.02451,69.01439,3.27946468133918,0.199300730361076,37.3422,2.76017448345693,0.181952065624639,4796.16080955444,7.35685759986546,0.227453605011588,-4727.14641955444,8.88147690429227,-0.0426982874146962,19.1817,2.04302000716801,0.322241097857061,2.18888,0.855482843265387,0.190791723190235,1.88133,0.780530571677071,0.210721201005615,0.859494353276561,0.0799924045008331,0.033477598484429,16.486562836245,1.95600046999513,0.422096545685742,3.8339807,2.75455125201182,0.0143565717599303,11.4441055,1.78605600200335,0.0737411374036772,15.9091665,1.89516228484105,0.183163307557578,20.1319965,2.14099576657553,0.218571390420359,9.63829,1.7706532926806,0.141377459455499,12.94405,2.05655411126726,0.327500177455325,68.4785284970844,2.92537458302677,-0.0119589357332255,783.67550460539,5.72708965502999,0.0905021876775756,54.4450402,2.55251713510822,0.177425528038751,1.19331427967171,0.402597760364731
72.4645249,2.71975697530391,0.217731664484002,-71.4645249,1.69020955437049,-0.436837843319779,71.6896,3.36294499952503,0.0588681019463166,15634271891769.1,29.5336152558818,0.093243282056477,1.15708,70.53252,3.33504618308128,0.0555815017420991,37.9909,2.80040450144451,0.0402300179875725,5111.10555179975,7.54001046485489,0.183152864989427,-5040.57303179975,8.83695314797168,-0.0445237563205847,19.87958,2.12962953795041,0.0866095307824009,2.51861,0.986652266314515,0.131169423049127,2.17142,0.905318759322785,0.124788187645714,0.86215015425175,0.0824410360683848,0.00244863156755172,17.13918296346,2.04428186179012,0.0882813917949898,0.685467,2.53095289412008,-0.223598357891737,12.2868558,1.91819046987542,0.132134467872072,17.0497206,2.05337758359991,0.158215298758868,21.1618186,2.25525523905242,0.114259472476896,9.52692,1.75151369754842,-0.0191395951321878,12.92156,2.05367363241516,-0.00288047885209464,71.2949375055761,3.06607966070089,0.140705077674126,875.990616401025,5.98993684667769,0.262847191647695,54.8516962,2.58369845865154,0.031181323543322,0.72217714325488,0.835156074719775
